Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
2062;Dimitri Payet;FRA;FWMF;Marseille;Ligue 1;35;1987;31;28;2592;28.sie;0.42;02.gru;0.66;31.sty;0.08;0.26;23.lut;0.83;0.24;0.24;43.8;58.3;75.1;846.1;249.9;20;22.wrz;87.6;15.sie;19.sie;79.9;lip.19;13.lip;52.4;0.35;mar.51;kwi.24;lut.43;0.52;05.wrz;58.3;49.6;sie.75;lut.33;0.52;wrz.13;mar.78;mar.26;kwi.86;lut.15;lut.15;0.21;39;cze.28;13.sty;lip.29;49.4;0.17;0.8;0.56;43.8;0.31;01.sty;lut.74;01.lis;cze.53;04.mar;sty.49;0.35;0.17;0.49;0;0.69;0.45;0.14;0.03;0;0.07;0;0.56;0.38;0.14;0.31;0.1;0.21;01.sie;19.kwi;0.87;10.mar;mar.13;30.mar;sty.42;kwi.44;kwi.44;0.24;0;0;0.24;0.49;01.kwi;0.03;0;66;0.17;mar.44;28.maj;38.4;lut.95;57;sty.25;02.sty;62.1;sty.25;0.14;46.2;224.5;127.8;lip.64;02.kwi;0.87;sty.22;sty.49;59.1;51.3;86.9;cze.67;0.1;0;0;0.35;sty.67;0.1;mar.26;0.38;0.03;0;0;mar.82;0.14;0.31;30.sie
2063;Mads Pedersen;DEN;MFDF;Augsburg;Bundesliga;25;1996;29;15;1391;15.maj;0.13;sty.23;0.39;31.6;0.11;0.33;20;0.06;0;0;19.maj;29.sie;65.6;355.4;159.5;09.mar;10.wrz;82.8;lip.61;10.mar;73.8;lut.32;cze.52;35.6;0.06;sty.23;sty.35;0.9;0.45;lut.39;29.sie;23.kwi;cze.39;0.71;0;maj.87;sty.29;lut.13;01.sty;0.19;0.84;0;14.kwi;cze.84;sie.58;20.sty;mar.29;sty.23;kwi.58;0.26;19.maj;0.13;0.77;sty.48;sty.42;2;sty.16;0.32;0.13;0.06;0.19;0.13;0.06;0.06;0;0;0;0;0;lut.13;sty.35;0.84;0.9;0.39;0.97;lut.45;39.5;sty.48;19.mar;kwi.58;23.lip;lip.61;lip.74;mar.94;sty.74;0.26;0.06;sty.48;sty.94;04.cze;sty.29;0;42.6;lut.26;12.cze;16.sie;15.lip;sty.87;36.5;0.77;sty.61;48;0.84;0.13;23.maj;130.7;76.4;lut.97;0.97;0.52;sty.42;sty.81;26.kwi;19.wrz;75.6;02.wrz;0.32;0;0;sty.94;lut.13;0.19;lut.13;sty.35;0;0.06;0;08.cze;0.65;sty.61;28.cze
2064;Alfonso Pedraza;ESP;DF;Villarreal;La Liga;26;1996;28;19;1701;18.wrz;0.21;sty.22;0.48;39.1;0.17;0.44;16;0;0;0;38.8;53.2;73;641.2;226.4;20.lut;22.sie;88.6;14.lip;19.lut;76.3;lut.96;lip.62;38.9;0.21;sty.16;lut.38;sty.27;0.48;mar.28;53.2;43.5;wrz.68;0.58;0.05;07.kwi;sty.38;kwi.66;0;0;0;0;30.cze;12.kwi;10.lut;38.8;lut.91;sty.64;09.sty;0.32;38.8;0.21;0.9;lut.33;03.lut;lut.17;sty.75;0;0.21;0.11;0.05;0.05;0.42;0.37;0;0.05;0;0;0;sty.85;01.sty;01.cze;0.53;0.26;0.48;01.sie;26.maj;sty.32;14.sty;04.lip;28.wrz;kwi.87;maj.87;mar.33;sty.16;0.16;0;01.sty;lut.91;kwi.76;sty.96;0;66.5;mar.33;17.maj;27;26.lip;kwi.34;57;sty.59;lut.96;53.6;sty.64;0.26;42.7;258.4;158.4;lip.35;lut.43;sty.53;sty.96;sty.27;45.2;39.9;88.2;kwi.81;0.11;0;0;01.wrz;sty.48;0.11;kwi.66;01.sty;0;0;0;cze.88;0.63;01.sty;38.7
2065;Pedri;ESP;MF;Barcelona;La Liga;19;2002;12;10;885;09.sie;0.31;sty.22;0.51;41.7;0.25;0.6;17.sie;0;0;0;53.2;62.6;85;1025.8;230.5;21.cze;24.maj;88.3;21.cze;24.mar;89.1;sie.27;10.mar;80.2;0.1;sty.63;maj.51;sty.84;0;maj.61;62.6;60;lut.55;0.51;0.2;11.maj;sty.94;0.51;sty.63;0.41;0.71;0.2;49.6;04.wrz;08.cze;11;49.7;0.71;0.41;0.51;53.2;0.41;0.31;lut.45;sty.84;mar.98;lut.76;0.61;0.1;0.2;0.31;0;0.61;0.41;0;0;0.1;0.1;0;sty.84;sty.22;0.51;0.82;0.51;0.51;lut.14;23.sie;sty.63;22;lip.14;32.4;06.lut;10;06.lut;02.kwi;0.1;0;sty.94;01.gru;lut.96;0.41;0.1;74.2;sty.22;wrz.49;39.2;30.lip;lut.45;71.7;sty.22;02.kwi;60;sty.43;0.1;58.1;286.4;128.8;cze.43;sty.63;0.51;0.82;lut.24;64.7;56.9;88;maj.71;0;0;0;0.2;sty.84;0;0.51;sty.22;0;0;0;sie.67;0.41;0.71;36.4
2066;Pedro;ESP;FW;Lazio;Serie A;34;1987;32;25;2033;22.cze;0.4;sty.64;0.88;54.1;0.24;0.45;16.mar;0;0;0;34.8;41.5;84;545.4;132.4;19.kwi;21.sie;89;11.maj;13.kwi;85.8;lut.74;04.lip;67.4;0.18;sty.33;sty.64;sty.64;0.35;mar.81;41.5;40.3;sty.19;0.13;0.04;maj.27;01.cze;sty.37;0.04;0;0;0;32.8;05.wrz;mar.58;11;28.sie;0.66;0.62;0.18;34.8;0.09;0.35;sty.42;0.93;lut.88;lut.35;0;0.18;0.13;0.09;0.13;0.4;0.35;0;0.04;0;0;0;sty.68;01.lut;0.44;0.8;0.44;0.88;sty.86;47.6;0.97;13.maj;mar.67;27.lut;lut.96;cze.19;kwi.34;0.93;0.09;0;0.84;0.8;lut.48;0.27;0;52.5;0.84;lip.65;27.sty;23;mar.54;51.3;sty.37;lut.52;54.4;01.maj;0.13;41.6;258.5;154.4;lip.96;mar.32;0.71;01.wrz;sty.24;50;41.5;82.9;kwi.56;0.22;0;0;01.maj;sty.95;0.27;sty.37;01.lut;0.04;0;0;maj.44;0.13;0.75;15
2067;João Pedro;ITA;FW;Cagliari;Serie A;30;1992;37;37;3323;36.9;0.35;lut.36;0.89;37.9;0.11;0.3;14.mar;0.05;0.08;0.11;14.lut;19.wrz;71.1;262.4;45.8;maj.93;lip.56;78.5;maj.93;lip.97;74.5;sty.87;lut.85;65.7;0.11;0.73;0.62;0.62;0.08;sty.46;19.wrz;17.lip;lut.25;0.11;0.03;kwi.74;0.87;0.57;0;0;0;0;12;mar.74;kwi.23;lut.36;13.sie;sty.73;0.11;0.51;14.lut;0.03;0.54;0.7;0.73;lut.17;sty.38;0;0.11;0.38;0.19;0.11;0.19;0.14;0;0.03;0;0.03;0;0.6;0.46;0.11;0.3;0.19;0.14;0.41;33.3;0.27;13.sty;mar.17;24.mar;sty.41;maj.77;maj.88;0.62;0.16;0;0.46;0.35;0.95;0.62;0;31.maj;0.79;02.cze;15.lip;14.sie;kwi.47;29.2;0.87;sty.76;49.2;0.98;0.14;19.cze;100.8;45.8;lut.38;0.87;0.38;lut.41;sty.73;40.5;22.lut;54.8;06.lut;0.24;0;0;02.wrz;lut.47;0.84;0.57;0.46;0.03;0;0;04.gru;lut.25;mar.82;37.1
2068;João Pedro;BRA;FWMF;Watford;Premier League;20;2001;28;15;1644;18.mar;0.16;lut.57;0.87;34;0.06;0.19;15.cze;0.05;0;0;21.lip;31.maj;68.9;366;94.7;11.cze;16;72.9;cze.56;wrz.29;70.6;lut.57;mar.88;66.2;0.05;0.93;lut.24;sty.15;0.22;03.cze;31.maj;29.sie;sty.69;0.16;0.05;sie.74;0.87;sty.37;0.22;0;0.05;0;18.cze;cze.61;cze.28;mar.28;22.lip;lut.19;0.22;0.6;21.lip;0.33;0.6;sty.58;01.lut;lut.68;01.sie;0;0.38;0.22;0.22;0.05;0.22;0.16;0;0;0.05;0;0;01.lut;0.93;0.27;0.6;0.33;0.22;0.87;25;0.66;18.kwi;05.wrz;32;lut.84;sie.69;cze.89;sty.53;0.27;0.05;sty.26;01.kwi;lut.24;0.98;0;49.6;sty.15;05.sie;24.lut;25.sty;kwi.92;48;lut.79;maj.36;52;03.lis;0.71;34;172.3;98.9;kwi.86;lut.19;0.87;lut.79;mar.72;52.8;35.4;67.1;cze.23;0.05;0;0;0.93;02.sie;0.33;sty.37;0.93;0;0;0;cze.28;mar.39;05.wrz;36.5
2069;Pedrosa;ESP;DF;Espanyol;La Liga;24;1998;31;31;2720;30.2;0.03;0.83;0.23;28;0.04;0.14;23.lut;0;0;0;32;42.4;75.5;555.8;209.3;14.lip;16.cze;88.6;13.sie;17.mar;80.1;lut.68;cze.13;43.8;0.03;0.73;sty.69;0.56;0.33;sty.92;42.4;34.2;sie.18;0.89;0.03;maj.33;0.83;lut.52;0.17;0.07;0.03;0;23.wrz;wrz.57;sie.94;29.2;kwi.14;sty.52;07.gru;0.07;32;0.03;0.86;sty.32;sty.72;sty.42;0.96;0.03;0.13;0.07;0.17;0.07;0.07;0.07;0;0;0;0;0;sty.95;sty.16;sty.16;0.63;0.17;0.66;sty.39;47.6;0.73;11.cze;03.lis;26.wrz;maj.89;mar.58;02.gru;sty.72;0.36;0;sty.36;sty.79;mar.74;lut.88;0;55.8;kwi.64;19.mar;24.kwi;16.wrz;sty.89;47.9;sty.42;lut.62;54.4;sty.59;0.2;33.9;203.3;123.8;kwi.93;sty.92;0.56;sty.79;sty.32;34.7;31.sty;89.6;lut.32;0.26;0;0;0.66;sty.75;0;lut.52;sty.16;0;0;0;lip.28;0.63;0.99;38.8
2070;Gianluca Pegolo;ITA;GK;Sassuolo;Serie A;41;1981;1;1;90;1;0;0;0;0;0;0;0;0;0;0;29;34;85.3;804;485;5;5;100;11;12;91.7;12;16;75;0;0;0;0;0;0;34;23;11;3;0;3;1;0;0;0;0;0;18;2;14;23;7;0;0;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;31;36;0;0;0;25;0;0;0;0;0;18;87;41;0;0;0;0;0;19;19;100;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
2071;Peter Pekarík;SVK;DF;Hertha BSC;Bundesliga;35;1986;27;26;2234;24.sie;0;0.44;0.12;27.mar;0;0;17.cze;0;0;0;37.5;48.3;77.7;666.5;298.8;17.maj;19.lip;88.9;15.lut;17.wrz;84.7;kwi.15;sie.35;49.8;0;0.44;lut.46;0.56;0.32;lut.86;48.3;37.7;10.cze;0.65;0;cze.21;0.69;sty.65;0;0;0;0;23.wrz;12.mar;12.sty;sty.53;33.1;lut.78;wrz.96;0.16;37.5;0.32;sty.21;sty.29;sty.85;01.sty;0.81;0.04;0.04;0.04;0.08;0;0;0;0;0;0;0;0;lut.26;0.97;sty.53;0.52;0.2;sty.37;sty.94;70.8;0.56;10.kwi;lut.98;28.cze;06.maj;mar.35;01.maj;02.lut;0.4;0;sty.61;sty.61;mar.87;lut.38;0;58.3;mar.95;23.mar;24.lip;13.cze;0.77;47.9;0.24;0.48;50;0.28;0;29.sty;168.5;77.9;mar.23;sty.21;0.12;0.73;0.44;32.4;29.mar;90.5;01.sty;0.04;0;0;01.wrz;0.77;0.04;sty.65;0.97;0;0;0;sie.79;sty.33;0.93;58.9
2072;Pietro Pellegri;ITA;FW;Torino;Serie A;21;2001;9;1;216;02.kwi;0.42;02.sie;0.83;40;0.2;0.5;13.sie;0;0;0;11.lip;16.lip;70;167.1;21.mar;07.maj;wrz.58;78.3;mar.33;kwi.58;72.7;0.42;0.42;100;0;0.83;0;0;0;0.83;16.lip;15.kwi;sty.25;0;0;kwi.17;0;0.83;0;0;0;0;12.maj;02.maj;sty.67;02.sie;11.lip;0.83;0;0;11.lip;0;sty.25;0;sty.25;sty.67;sty.67;0;0;0;0;0;0;0;0;0;0;0;0;sty.25;sty.25;0;0.42;0.83;0;sty.25;0;sty.25;22.sty;cze.25;28.mar;mar.75;cze.67;11.lip;0.83;0;0;0.83;0;sty.25;02.sie;0;37.9;02.sie;mar.75;17.sty;18.sie;5;36.7;0;0.42;0;0;0;25.kwi;132.5;64.6;mar.75;0.83;0.83;wrz.17;02.sie;50.8;27.wrz;54.9;07.maj;0.42;0;0;kwi.17;mar.33;sty.67;0.83;sty.25;0;0;0;02.maj;5;lip.92;38.7
2073;Pietro Pellegri;ITA;FW;Milan;Serie A;21;2001;6;1;131;01.maj;0;2;0.67;33.3;0;0;16.sty;0;0;0;8;12.lip;63.2;85.3;lip.33;6;sie.67;69.2;sty.33;lut.67;50;0;0;0;0;2;0;0;0;0;12.lip;12;0.67;0;0;lut.67;0;0;0;0;0;0;wrz.33;lut.67;0.67;0.67;10.lip;0;0;0.67;8;0;0;2;0.67;mar.33;lut.67;0;0;0;0;0.67;0;0;0;0;0;0;0;2;2;0;0.67;sty.33;0;sty.33;0;sty.33;28;sie.67;31;sty.33;14;12.lip;0;0;0;0;sty.33;mar.33;0.67;0;24.lip;0.67;mar.33;cze.67;16.lip;mar.33;24;0;2;0;0;0;16;75.3;30;2;0.67;0;2;sty.33;35.3;12.lip;35.8;4;0;0;0;kwi.67;sty.33;sty.33;0;2;0;0;0;6;sty.33;lut.67;33.3
2074;Lorenzo Pellegrini;ITA;MFFW;Roma;Serie A;25;1996;28;27;2289;25.kwi;0.35;mar.54;01.cze;30;0.08;0.26;18.wrz;0.43;0.08;0.12;30.lip;42.8;71.8;598.9;204.7;13.mar;15.lip;84.5;11.wrz;15.sty;79.1;5;10.sty;49.6;0.12;lut.68;mar.15;01.maj;0.24;mar.82;42.8;35.9;cze.89;lut.44;0.24;cze.93;lut.32;lut.48;mar.86;sty.69;sty.97;0;26.maj;kwi.92;11.maj;kwi.57;36.3;0.83;0.31;0.28;30.lip;0.16;0.83;sty.89;sty.73;maj.31;lut.13;sty.69;0.35;0.59;0.39;0.16;0.47;0.2;0.08;0;0.16;0;0.04;sty.42;0.75;0.43;0.63;0.35;0.55;02.sty;27.maj;sty.46;18.sie;kwi.49;23.sie;mar.78;sie.98;06.cze;01.sty;0.08;0;01.lut;sty.38;02.sie;0.71;0;57.3;01.lut;cze.54;27.maj;27.maj;kwi.92;50.3;01.maj;mar.35;44.7;sty.65;0.31;38;221.5;110.7;cze.42;sty.77;0.98;lut.17;sty.61;49.3;39.6;80.4;lip.52;0.31;0.04;0.04;lut.13;lut.24;0.35;lut.48;0.75;0;0;0;maj.35;0.67;01.sty;37.8
2075;Luca Pellegrini;ITA;DF;Juventus;Serie A;23;1999;18;15;1107;12.mar;0;0.49;0.08;16.lip;0;0;21.maj;0;0;0;42.3;55.6;76;808.4;307.7;17.wrz;20.cze;87;18.maj;22.kwi;82.5;maj.69;11.sty;51.5;0.08;01.cze;mar.17;01.mar;0.65;lut.85;55.6;45.3;10.mar;01.cze;0.08;kwi.88;sty.71;02.lis;sty.22;0.57;0.49;0.08;30.sie;11.kwi;13.kwi;40.6;maj.77;0.81;08.maj;0;42.3;0;0.81;sty.63;sty.87;02.mar;sty.38;0.33;0.16;0;0.16;0;0.16;0.16;0;0;0;0;0;02.lis;sty.54;sty.38;0.49;0.24;0.81;01.mar;62.5;0.49;14.mar;maj.28;36.9;lip.97;mar.33;03.sty;sty.87;0.08;0;sty.79;sty.22;mar.33;sty.79;0;65.9;mar.25;22.cze;27.cze;18.kwi;0.89;55.9;01.cze;sty.79;59.1;01.cze;0.41;42.4;168.4;93.7;kwi.47;0.98;0.16;0.73;sty.14;44.1;40.9;92.6;sty.14;0.49;0;0;sty.87;sty.71;0;02.lis;sty.54;0;0;0;cze.99;0.81;0.89;47.6
2076;Facundo Pellistri;URU;MFFW;Alavés;La Liga;20;2001;21;6;672;07.maj;0;0.93;0.27;28.cze;0;0;12.lip;0;0;0;14.wrz;20.mar;73.7;213.7;48.7;wrz.33;11.lip;79.5;04.sie;6;80;0.67;sty.33;50;0;0.8;01.lut;0.53;0.13;01.lip;20.mar;19.lip;0.53;0.13;0;maj.47;0.4;01.lut;0;0;0;0;14.mar;03.cze;02.kwi;sty.33;15.cze;lut.13;0.13;0.4;14.wrz;0;0.53;0.53;01.cze;2;sty.47;0;0.13;0;0.4;0;0;0;0;0;0;0;0;01.lut;0.8;0.53;0.4;0.27;0.4;01.lut;33.3;0.8;19.maj;kwi.53;23.mar;cze.53;06.kwi;cze.53;02.kwi;0.4;0;2;01.lip;lut.27;0.53;0;36;0.93;cze.93;17.lip;15.maj;lut.13;35.5;sty.87;kwi.27;43.8;lut.13;0.4;25.maj;189.9;106.5;kwi.93;sty.47;0.8;lut.13;lut.13;37.5;21.lip;58;4;0;0;0;sty.33;02.sie;0.4;01.lut;0.8;0;0;0;lip.33;0.8;mar.33;19.kwi
2077;Federico Peluso;ITA;DF;Sassuolo;Serie A;38;1984;2;0;11;0.1;0;0;0;0;0;0;0;0;0;0;30;30;100;370;210;20;20;100;10;10;100;0;0;0;0;0;0;0;0;10;30;30;0;0;0;10;0;0;0;0;0;0;10;20;0;10;0;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;10;0;10;10;100;0;20;10;50;10;10;0;0;0;0;0;0;10;0;0;40;0;10;40;0;0;40;0;0;0;0;0;10;400;380;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;30;10;0;100
2078;Timothee Pembele;FRA;DF;Bordeaux;Ligue 1;19;2002;26;17;1414;15.lip;0.06;sty.21;0.38;31.6;0.05;0.17;16.maj;0;0;0;29.kwi;40.2;73.2;449.6;162.9;16.maj;19.cze;84.1;10.cze;14.wrz;71.4;01.kwi;lut.55;55;0.06;0.83;sty.85;0.64;0.32;lut.36;40.2;28.sie;11.kwi;0.51;0.06;cze.18;0.32;sty.85;0;0;0;0;22.kwi;12.lip;05.sty;02.sie;24.sty;sty.66;10.wrz;0;29.kwi;0;0.83;lut.48;lut.17;sty.59;01.sie;0;0.25;0.19;0.06;0;0.13;0.06;0;0;0;0.06;0;sty.53;0.96;0.76;0.64;0.13;0.51;sty.66;30.sie;sty.15;14.maj;kwi.39;30.kwi;maj.48;kwi.97;04.sty;sty.34;0.19;0.06;sty.15;lut.23;mar.76;0.96;0;55.5;sty.91;13.cze;27.maj;19.cze;mar.69;44.6;lut.36;04.wrz;48.1;lut.55;0.32;34.7;194.6;130;maj.29;sty.66;01.sie;mar.38;02.sty;38.9;30.sie;79.3;04.sie;0.19;0;0;sty.21;sty.21;0.06;sty.85;0.96;0;0;0;06.maj;0.96;0.89;51.7
2079;Rubén Peña;ESP;MFFW;Villarreal;La Liga;30;1991;7;1;132;01.maj;0;2;sty.33;66.7;0;0;11.maj;0;0;0;25.mar;34.7;73.1;386.7;180.7;15.mar;16.lip;92;8;12.lip;63.2;2;4;50;0;sty.33;0.67;2;sty.33;lut.67;34.7;33.3;sty.33;0;0;lip.33;0.67;lut.67;0.67;0.67;0;0;23.mar;kwi.67;cze.67;maj.33;26.lip;sty.33;0.67;0;25.mar;0;2;0.67;0.67;maj.33;mar.33;0;0.67;0.67;0.67;0;0.67;0;0;0;0.67;0;0;2;sty.33;sty.33;0.67;0;0;0.67;0;0.67;24.lip;sie.67;35.1;10;sie.67;6;lut.67;0;0;lut.67;4;6;sty.33;0;56.7;2;11.mar;26;23.mar;kwi.67;55.3;2;6;33.3;2;0;38;242;145.3;8;2;0.67;2;lut.67;45.3;36;79.4;8;0.67;0;0;6;lut.67;0;lut.67;sty.33;0;0;0;lip.33;2;mar.33;37.5
2080;Philipp Pentke;GER;GK;Hoffenheim;Bundesliga;37;1985;1;1;90;1;0;0;0;0;0;0;0;0;0;0;32;40;80;702;377;12;12;100;14;14;100;6;14;42.9;0;0;0;0;0;0;40;32;8;0;0;5;1;0;0;0;0;0;26;0;14;3;31;1;0;5;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;36;42;2;0;0;35;0;0;0;0;0;28;100;34;0;0;0;0;0;24;24;100;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
2081;Nicolas Pépé;CIV;FWMF;Arsenal;Premier League;27;1995;20;5;696;07.lip;0.13;lut.99;0.91;30.kwi;0.04;0.14;15.lut;0.39;0;0;38.1;47.4;80.3;571.9;130.6;22.cze;26;87;11.lut;13.cze;81.9;lut.47;maj.19;47.5;0.26;sty.69;01.mar;01.mar;0.39;sty.82;47.4;42.5;kwi.94;0.39;0.13;sie.83;sty.43;sty.43;kwi.16;01.mar;01.mar;0.78;35.2;kwi.55;lip.66;40.3;lut.86;01.mar;0.39;0.39;38.1;0.39;0.39;01.mar;0.78;mar.64;sty.95;sty.17;0.26;0.26;0;0;0.52;0.26;0;0;0.26;0;0;sty.82;sty.43;0.91;0.65;0.26;0.26;sty.17;22.lut;0.91;15.sie;kwi.55;28.lip;kwi.68;maj.84;maj.32;sty.69;0.13;0;sty.56;sty.17;lut.99;0.39;0.13;66.2;sty.56;sie.44;21;40.1;sie.31;61;02.cze;maj.32;48.8;lut.73;0.13;47.5;213.2;109;lip.79;sty.69;01.mar;mar.77;03.gru;59.2;46.1;77.9;sie.57;0;0;0;sty.56;0.65;0.52;sty.43;sty.43;0;0;0;lip.66;lut.21;kwi.42;33.3
2082;Ricardo Pepi;USA;FWMF;Augsburg;Bundesliga;19;2003;11;4;477;05.mar;0;sty.51;0.75;50;0;0;12.cze;0;0;0;13;20.kwi;63.9;207.4;39.2;cze.23;sie.87;70.2;kwi.72;lip.92;59.5;sty.32;01.lip;77.8;0;sty.13;0.19;0.57;0.19;sty.13;20.kwi;19.kwi;0.94;0;0;maj.47;0.38;sty.13;0;0;0;0;11.mar;maj.28;mar.77;02.sie;13;lut.83;0.38;0.38;13;0.19;0.19;lut.45;0.75;sty.51;sty.51;0;0;0;0;0;0;0;0;0;0;0;0;0.94;0.75;0.38;0.38;0.19;0;0.57;0;0.57;26.lut;06.cze;25.lut;lut.83;10.kwi;13;sty.89;0.19;0;01.lip;0.75;01.lip;sty.32;0;32.5;01.lip;kwi.72;14.lut;15.mar;05.wrz;31.maj;0.75;0.94;80;0.75;0;17.maj;73.2;27.wrz;sty.13;0.57;0.38;mar.21;sty.51;40.2;20.wrz;52.1;maj.28;0;0;0;0.19;0.94;0.57;sty.13;0.75;0;0;0;kwi.72;sty.89;kwi.34;30.mar
2083;Alberto Perea;ESP;MF;Cádiz;La Liga;31;1990;18;8;777;08.cze;0;sty.98;0.35;17.cze;0;0;21.kwi;0.12;0;0;30.wrz;41.7;74.1;541.4;202.9;15.sie;17.lip;89.5;12;15.cze;76.9;03.lut;cze.98;43.3;0.12;sty.28;mar.37;01.kwi;0.7;05.lip;41.7;38.5;mar.26;0.7;0;06.maj;sty.28;04.lip;01.maj;0.81;0.12;0.12;26.wrz;cze.28;08.cze;cze.51;32.7;0.93;sty.51;0;30.wrz;0;0.81;sty.51;sty.16;mar.14;sty.98;0.47;0;0.12;0.35;0.23;0.23;0.12;0.12;0;0;0;0;sty.74;sty.28;0.7;0.58;0.47;0.47;sty.86;25;01.kwi;18.maj;cze.74;36.5;maj.93;08.lut;kwi.53;sty.28;0.12;0;sty.16;02.wrz;mar.84;0.58;0.12;58.6;sty.28;cze.74;28.maj;27.wrz;sty.98;55.6;mar.49;06.maj;57.7;mar.84;01.maj;47.2;233.1;129.1;lip.56;sty.63;0.7;lut.21;lut.91;47;40;85.1;mar.37;0.23;0;0;sty.16;lut.44;0;04.lip;sty.28;0;0;0;sie.26;0.12;sty.16;09.sty
2084;Victor Perea;ESP;DF;Espanyol;La Liga;22;2000;1;0;4;0;0;0;0;0;0;0;0;0;0;0;2;3;66.7;36;34;0;0;0;2;2;100;0;1;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2085;Mathias Pereira Lage;POR;DF;Angers;Ligue 1;25;1996;24;11;1040;11.cze;0.34;sty.72;0.52;30;0.2;0.67;18.sty;0.17;0;0;32.9;45.4;72.5;529.3;200.2;15.sie;19.cze;80.6;14.maj;19;76.4;sty.64;kwi.66;35.2;0.17;0.78;sty.98;0.43;0;mar.19;45.4;36.3;wrz.14;0.52;0.09;mar.53;0.69;sty.64;0;0;0;0;25.mar;11.lut;sie.88;maj.17;28.cze;sty.98;sie.53;0.34;32.9;0.17;0.69;02.lip;sty.72;01.wrz;sty.29;0.09;0.17;0.09;0.17;0.09;0.43;0.17;0.09;0.09;0;0.09;0;sty.98;01.mar;0.86;0.86;0.26;0.69;03.sty;22.lut;lut.41;22.mar;06.gru;27.kwi;wrz.57;09.kwi;mar.36;lut.59;0.69;0;01.wrz;02.maj;kwi.48;lut.41;0;60.1;lut.93;14.cze;30;18.sie;sty.98;51;0.95;01.wrz;50;sty.21;0.26;33;151.8;90;04.kwi;sty.64;0.26;sty.21;sty.21;37.3;32.4;86.8;mar.88;0;0;0;lut.16;sty.38;0.09;sty.64;01.mar;0.09;0;0;lip.93;sty.21;lut.59;31.sie
2086;Brayann Pereira;FRA;DF;Lens;Ligue 1;19;2003;2;0;15;0.2;0;0;0;0;0;0;0;0;0;0;65;80;81.3;870;235;40;40;100;25;25;100;0;5;0;0;5;5;5;5;0;80;80;0;0;0;10;0;5;0;0;0;0;70;5;5;5;70;0;0;0;65;0;0;0;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;15;0;0;10;5;0;0;0;0;0;5;10;0;0;85;0;20;40;30;5;85;0;0;0;0;0;70;370;100;5;0;0;0;0;85;70;82.4;15;0;0;0;0;0;0;5;0;0;0;0;5;5;10;33.3
